item_weight,item_fat_content,item_visibility,item_type,item_mrp,outlet_establishment_year,outlet_size,outlet_location_type,outlet_type,item_outlet_sales,time_operating,item_category_short
7.39,1,0.067779712,7,143.8812,1997.0,1,3,2,3134.5864,16.0,2
10.195,0,0.159803853,4,141.5154,1987.0,3,1,2,850.8924,26.0,1
9.895,2,0.028696932,2,117.0492,1987.0,3,1,2,810.9444,26.0,1
10.895,0,0.065041581,5,196.3794,2007.0,2,2,2,3121.2704,6.0,1
12.15,1,0.028760013,8,151.4708,2007.0,2,2,2,4815.0656,6.0,2
7.905,0,0.010053105,12,249.0408,2009.0,2,1,3,6258.52,4.0,1
9.195,1,0.048157338,8,106.1622,2002.0,2,2,2,2117.244,11.0,2
8.365,0,0.071958197,6,38.0506,1999.0,2,3,2,796.9626,14.0,0
15.1,0,0.173481304,12,194.511,1997.0,1,3,2,4910.275,16.0,1
12.792854228644284,0,0.061082177,2,180.0344,1985.0,1,3,1,892.172,28.0,1
10.0,0,0.06595278007399324,5,246.9144,2009.0,2,1,3,3185.1872,4.0,1
7.97,2,0.040071131,9,87.3514,2002.0,2,2,2,1062.6168,11.0,1
12.792854228644284,0,0.012090074,5,38.2848,1985.0,2,1,4,484.7024,28.0,1
12.792854228644284,2,0.15028599,4,51.0692,1985.0,1,3,1,147.8076,28.0,1
12.792854228644284,0,0.026015519,12,255.8356,1985.0,2,1,4,2543.356,28.0,1
17.7,0,0.195068226,12,185.4266,1998.0,2,1,1,184.4266,15.0,1
19.35,0,0.033082215,9,172.5738,2004.0,1,2,2,4865.6664,9.0,1
13.65,2,0.078946455,3,186.024,2002.0,2,2,2,1118.544,11.0,1
17.6,0,0.041700756,13,164.8526,2002.0,2,2,2,2302.3364,11.0,0
8.645,1,0.143422643,7,95.841,1997.0,1,3,2,2027.361,16.0,2
15.6,2,0.105296072,12,170.1764,1997.0,1,3,2,3435.528,16.0,1
15.85,2,0.121531501,0,59.222,1987.0,3,1,2,599.22,26.0,1
18.25,0,0.06595278007399324,14,164.7526,2002.0,2,2,2,4604.6728,11.0,1
7.855,0,0.011324862,2,189.6188,2007.0,2,2,2,2285.0256,6.0,1
7.825,1,0.186357148,8,254.3698,1999.0,2,3,2,5580.7356,14.0,2
8.39,2,0.024205661,4,114.0176,1997.0,1,3,2,2290.352,16.0,1
12.85,0,0.033230816,12,172.3422,1999.0,2,3,2,1207.0954,14.0,1
12.792854228644284,0,0.113720344,0,89.9804,1985.0,1,3,1,643.1628,28.0,1
19.0,0,0.112556507,4,104.9622,2007.0,2,2,2,1587.933,6.0,1
5.905,0,0.06595278007399324,2,222.5456,2002.0,2,2,2,5305.0944,11.0,1
7.76,0,0.059352241,12,101.87,1997.0,1,3,2,1697.79,16.0,1
11.8,2,0.014087057,4,180.3344,1997.0,1,3,2,1427.4752,16.0,1
16.75,0,0.045230944,12,187.9556,2009.0,2,1,3,4693.89,4.0,1
12.792854228644284,1,0.293417759,8,194.6136,1985.0,1,3,1,583.2408,28.0,2
12.792854228644284,2,0.031382044,0,171.3764,1985.0,2,1,4,3091.9752,28.0,1
15.5,2,0.12639886,5,177.0028,2007.0,2,2,2,2479.4392,6.0,1
6.055,0,0.025403898,5,160.992,2004.0,1,2,2,2716.464,9.0,1
12.792854228644284,2,0.039057677,1,155.963,1985.0,2,1,4,3285.723,28.0,1
6.305,2,0.123115764,12,95.6436,1997.0,1,3,2,661.8052,16.0,1
20.85,0,0.039624006,9,117.2808,1999.0,2,3,2,1523.3504,14.0,1
20.75,0,0.040421193,5,122.173,1998.0,2,1,1,369.519,15.0,1
8.895,0,0.105274111,3,39.9138,1999.0,2,3,2,690.4346,14.0,0
19.6,0,0.033970195,13,55.1614,2002.0,2,2,2,1381.535,11.0,0
19.7,0,0.053212652,5,57.893,2004.0,1,2,2,622.523,9.0,1
9.8,1,0.024378706,7,114.5492,2004.0,1,2,2,1274.3412,9.0,2
12.792854228644284,0,0.009714595,4,120.0414,1985.0,1,3,1,487.3656,28.0,1
12.15,0,0.131383762,4,246.046,1999.0,2,3,2,1231.73,14.0,1
8.75,2,0.07461309,5,187.4556,2004.0,1,2,2,3755.112,9.0,1
12.792854228644284,1,0.028459761,8,149.9708,1985.0,2,1,4,4363.6532,28.0,2
8.75,2,0.074627201,5,187.8556,1997.0,1,3,2,1314.2892,16.0,1
13.3,0,0.063695084,4,151.0708,2002.0,2,2,2,1805.6496,11.0,1
12.792854228644284,2,0.045797829,12,178.5344,1985.0,2,1,4,2854.9504,28.0,1
8.31,2,0.115857223,12,179.1028,1999.0,2,3,2,3896.2616,14.0,1
16.75,2,0.024832806,13,38.7822,1987.0,3,1,2,667.7974,26.0,0
19.75,0,0.034027909,12,212.0902,2009.0,2,1,3,3185.853,4.0,1
17.1,2,0.0467696,2,141.1838,1987.0,3,1,2,2247.7408,26.0,1
10.5,2,0.116576702,0,163.121,1987.0,3,1,2,1794.331,26.0,1
6.635,2,0.06595278007399324,0,121.3098,2002.0,2,2,2,2530.7058,11.0,1
12.792854228644284,0,0.278974075,13,225.372,1985.0,1,3,1,679.116,28.0,0
14.15,0,0.035913805,13,41.4138,1987.0,3,1,2,812.276,26.0,0
13.3,0,0.079806266,3,232.53,1997.0,1,3,2,699.09,16.0,1
8.89,0,0.005505481,4,102.4016,2007.0,2,2,2,2732.4432,6.0,1
12.792854228644284,2,0.064625342,9,176.937,1985.0,1,3,1,176.437,28.0,1
12.792854228644284,0,0.071636937,12,121.7098,1985.0,2,1,4,4097.3332,28.0,1
9.1,2,0.06595278007399324,0,173.2054,2002.0,2,2,2,3151.8972,11.0,1
7.5,0,0.032677678,4,239.0906,1999.0,2,3,2,5942.265,14.0,1
16.85,2,0.160760054,4,192.4478,2007.0,2,2,2,4843.695,6.0,1
7.485,0,0.06911065,12,109.0228,2004.0,1,2,2,2542.0244,9.0,1
11.6,0,0.041177505,13,140.3154,2007.0,2,2,2,2552.6772,6.0,0
11.65,0,0.040081193,12,227.0694,2009.0,2,1,3,1141.847,4.0,1
13.0,1,0.035307322,8,47.5034,2007.0,2,2,2,680.4476,6.0,2
12.65,0,0.063017847,13,159.0578,2002.0,2,2,2,2085.9514,11.0,0
20.25,2,0.171938781,2,92.512,1998.0,2,1,1,186.424,15.0,1
8.6,2,0.040197932,2,190.153,2004.0,1,2,2,3036.048,9.0,1
12.6,0,0.049058014,0,62.7194,2007.0,2,2,2,866.8716,6.0,1
17.7,0,0.01161096,4,95.041,2004.0,1,2,2,868.869,9.0,1
14.15,0,0.183507295,13,82.4276,1997.0,1,3,2,1137.1864,16.0,0
19.25,0,0.102349519,3,52.7956,2007.0,2,2,2,928.1252,6.0,1
8.88,0,0.086708987,6,151.7682,1987.0,3,1,2,762.341,26.0,0
20.5,1,0.032835147,8,40.2822,2002.0,2,2,2,707.0796,11.0,2
12.792854228644284,0,0.033809913,2,180.5976,1985.0,2,1,4,7968.2944,28.0,1
13.5,1,0.07266912,8,160.292,1997.0,1,3,2,1438.128,16.0,2
12.792854228644284,1,0.144338493,7,224.4404,1985.0,2,1,4,6976.2524,28.0,2
8.89,0,0.009163216,4,101.7016,1998.0,2,1,1,101.2016,15.0,1
7.855,0,0.011307038,2,188.5188,2009.0,2,1,3,952.094,4.0,1
7.235,1,0.076855628,8,116.0492,1997.0,1,3,2,1969.4364,16.0,2
12.792854228644284,0,0.059956876,14,165.4526,1985.0,2,1,4,5262.4832,28.0,1
6.92,0,0.038532062,3,60.5852,2002.0,2,2,2,1314.2892,11.0,1
9.3,0,0.043209581,5,90.8172,2007.0,2,2,2,535.3032,6.0,1
18.5,1,0.056816465,10,132.1284,1998.0,2,1,1,263.6568,15.0,2
8.02,1,0.019866705,8,154.5972,2004.0,1,2,2,1402.1748,9.0,2
9.195,1,0.048331717,8,105.1622,2007.0,2,2,2,1693.7952,6.0,2
12.8,1,0.091221855,10,105.5938,2002.0,2,2,2,2143.876,11.0,2
16.6,1,0.027622076,8,177.6344,1999.0,2,3,2,2676.516,14.0,2
14.0,2,0.06595278007399324,4,53.064,2004.0,1,2,2,905.488,9.0,1
18.6,0,0.039355947,4,246.3802,1999.0,2,3,2,7370.406,14.0,1
16.0,0,0.060836524,14,226.8404,2004.0,1,2,2,6301.1312,9.0,1
17.6,1,0.082316506,7,160.692,2004.0,1,2,2,1597.92,9.0,2
21.25,0,0.155350299,12,178.237,2004.0,1,2,2,529.311,9.0,1
7.235,1,0.076841095,8,117.5492,2004.0,1,2,2,1969.4364,9.0,2
14.6,0,0.151419185,13,50.3692,2007.0,2,2,2,1034.6532,6.0,0
13.85,2,0.026001976,4,161.521,2009.0,2,1,3,1794.331,4.0,1
13.65,2,0.073209447,4,197.6426,2009.0,2,1,3,2768.3964,4.0,1
12.792854228644284,0,0.041683481,13,31.29,1985.0,2,1,4,898.83,28.0,0
7.365,0,0.042560252,5,226.172,1997.0,1,3,2,3169.208,16.0,1
18.35,1,0.014081156,8,223.5746,2009.0,2,1,3,3589.9936,4.0,2
5.465,2,0.06595278007399324,0,132.5626,2009.0,2,1,3,262.3252,4.0,1
18.6,0,0.152918384,1,99.8358,2007.0,2,2,2,1910.1802,6.0,1
13.85,0,0.030969274,13,140.9154,2007.0,2,2,2,1701.7848,6.0,0
14.0,2,0.060376776,4,154.5656,1987.0,3,1,2,2471.4496,26.0,1
14.0,2,0.04192285,12,54.764,1987.0,3,1,2,1331.6,26.0,1
12.792854228644284,0,0.077367431,5,97.0094,1985.0,2,1,4,1808.9786,28.0,1
5.905,0,0.045838211,2,222.5456,2009.0,2,1,3,3315.684,4.0,1
7.27,0,0.071077939,13,114.2518,1997.0,1,3,2,2618.5914,16.0,0
6.155,2,0.094659871,9,214.556,1997.0,1,3,2,2769.728,16.0,1
19.5,2,0.077608838,13,233.4958,2007.0,2,2,2,5375.0034,6.0,0
15.2,0,0.021327477,2,216.8824,2007.0,2,2,2,2838.9712,6.0,1
12.15,2,0.042485444,2,125.0046,2009.0,2,1,3,1743.0644,4.0,1
12.792854228644284,1,0.025578526,8,198.8084,1985.0,2,1,4,5555.4352,28.0,2
12.6,0,0.0489808,0,61.9194,2009.0,2,1,3,619.194,4.0,1
14.5,1,0.019471688,10,164.821,2004.0,1,2,2,2120.573,9.0,2
16.6,0,0.122918852,5,173.0738,2007.0,2,2,2,3823.0236,6.0,1
11.8,2,0.057373797,9,151.4366,1987.0,3,1,2,1360.2294,26.0,1
13.1,2,0.044155597,5,178.8318,1987.0,3,1,2,3969.4996,26.0,1
17.7,0,0.291865402,5,115.1834,1998.0,2,1,1,345.5502,15.0,1
17.85,0,0.06595278007399324,0,196.5794,1998.0,2,1,1,585.2382,15.0,1
12.3,2,0.064750025,14,92.6804,2002.0,2,2,2,1010.6844,11.0,1
11.8,1,0.098312421,7,81.4618,1998.0,2,1,1,161.1236,15.0,2
12.792854228644284,2,0.191013663,13,42.1112,1985.0,1,3,1,42.6112,28.0,0
11.1,0,0.176573035,0,157.4604,2002.0,2,2,2,3010.7476,11.0,1
12.792854228644284,2,0.060134441,4,153.0656,1985.0,2,1,4,6024.1584,28.0,1
11.3,0,0.007294652,9,198.1426,2002.0,2,2,2,988.713,11.0,1
12.792854228644284,1,0.128478462,7,117.944,1985.0,1,3,1,239.688,28.0,2
5.75,2,0.075107656,3,112.8176,1987.0,3,1,2,1374.2112,26.0,1
12.792854228644284,2,0.049381406,0,226.8062,1985.0,2,1,4,4739.8302,28.0,1
11.35,2,0.045165796,12,100.0016,2009.0,2,1,3,1012.016,4.0,1
12.792854228644284,2,0.09415375,5,165.7526,1985.0,1,3,1,657.8104,28.0,1
14.0,1,0.028907832,7,130.431,1999.0,2,3,2,778.986,14.0,2
19.75,2,0.018059621,4,179.766,2002.0,2,2,2,2336.958,11.0,1
6.525,1,0.090436094,8,85.0882,1999.0,2,3,2,2233.0932,14.0,2
10.3,0,0.146399712,9,103.9648,1999.0,2,3,2,1661.8368,14.0,1
5.78,2,0.074264356,12,264.7568,1999.0,2,3,2,4745.8224,14.0,1
11.85,2,0.050186726,5,164.1526,2002.0,2,2,2,3124.5994,11.0,1
16.35,0,0.020631654,5,50.1324,2009.0,2,1,3,467.3916,4.0,1
12.792854228644284,1,0.01561108,8,182.5976,1985.0,2,1,4,5070.7328,28.0,2
10.5,0,0.041395445,5,37.6164,1997.0,1,3,2,540.6296,16.0,1
19.0,2,0.097313129,4,48.0718,1997.0,1,3,2,992.7078,16.0,1
14.6,1,0.059582996,10,238.8538,1999.0,2,3,2,6008.845,14.0,2
12.792854228644284,2,0.098663652,3,62.9194,1985.0,2,1,4,2105.2596,28.0,1
12.792854228644284,2,0.101338651,2,232.63,1985.0,2,1,4,5359.69,28.0,1
18.75,1,0.052146456,7,104.628,2002.0,2,2,2,745.696,11.0,2
5.26,2,0.041764487,0,161.8868,2004.0,1,2,2,3275.736,9.0,1
18.25,0,0.054344186,12,140.2154,2002.0,2,2,2,1701.7848,11.0,1
12.792854228644284,0,0.078362484,0,177.937,1985.0,2,1,4,6704.606,28.0,1
15.1,0,0.052339069,9,242.7512,1997.0,1,3,2,4119.9704,16.0,1
15.5,2,0.042464962,0,81.5934,1998.0,2,1,1,327.5736,15.0,1
13.65,0,0.065732883,4,45.7402,1999.0,2,3,2,780.9834,14.0,1
16.1,0,0.023625114,13,189.3846,2002.0,2,2,2,3630.6074,11.0,0
12.792854228644284,2,0.051643608,12,107.3622,1985.0,1,3,1,317.5866,28.0,1
12.85,0,0.165694219,4,39.7164,1998.0,2,1,1,231.6984,15.0,1
9.5,0,0.041878397,13,32.99,2004.0,1,2,2,133.16,9.0,0
13.8,0,0.058091482,3,245.1802,2004.0,1,2,2,5650.6446,9.0,0
5.78,2,0.06595278007399324,12,263.7568,2007.0,2,2,2,2636.568,6.0,1
19.7,1,0.026903714,8,96.0726,2002.0,2,2,2,1272.3438,11.0,2
14.65,1,0.06595278007399324,8,161.5552,1998.0,2,1,1,324.9104,15.0,2
6.67,2,0.150554711,12,130.0626,1998.0,2,1,1,131.1626,15.0,1
6.11,2,0.06595278007399324,5,131.2968,1998.0,2,1,1,260.9936,15.0,1
13.65,2,0.134975628,4,260.0936,1998.0,2,1,1,260.9936,15.0,1
17.2,0,0.15616879,9,160.6578,1987.0,3,1,2,3690.5294,26.0,1
6.32,0,0.06595278007399324,9,40.2822,2004.0,1,2,2,1139.1838,9.0,1
4.88,2,0.133700752,0,52.9298,1999.0,2,3,2,1995.4026,14.0,1
5.425,2,0.115119905,0,88.3514,2007.0,2,2,2,1416.8224,6.0,1
15.85,2,0.110030997,4,37.2506,1997.0,1,3,2,265.6542,16.0,1
7.5,0,0.051038045,2,121.7072,2007.0,2,2,2,3552.7088,6.0,1
12.65,0,0.062837968,13,161.5578,1987.0,3,1,2,2406.867,26.0,0
12.792854228644284,1,0.017116983,10,211.956,1985.0,1,3,1,213.056,28.0,2
20.75,0,0.024129332,5,124.173,1987.0,3,1,2,2956.152,26.0,1
12.792854228644284,0,0.049754975,3,152.134,1985.0,1,3,1,153.134,28.0,0
9.0,0,0.06595278007399324,2,79.7644,2004.0,1,2,2,1649.8524,9.0,1
12.792854228644284,0,0.101561568,2,181.9292,1985.0,2,1,4,3101.2964,28.0,1
12.792854228644284,1,0.005949644,8,165.6526,1985.0,2,1,4,4769.1254,28.0,2
12.792854228644284,2,0.13956116,11,170.4764,1985.0,2,1,4,3435.528,28.0,1
14.1,0,0.126035694,5,86.4198,2002.0,2,2,2,1133.8574,11.0,1
7.55,0,0.027164679,2,152.334,2004.0,1,2,2,2603.278,9.0,1
13.0,1,0.099325278,8,45.406,1997.0,1,3,2,605.878,16.0,2
12.792854228644284,0,0.04357366,6,192.8846,1985.0,2,1,4,2293.0152,28.0,0
12.792854228644284,2,0.082741482,12,118.7782,1985.0,1,3,1,119.1782,28.0,1
12.3,2,0.064565202,14,92.9804,1987.0,3,1,2,1929.4884,26.0,1
12.792854228644284,0,0.084554569,12,109.8912,1985.0,2,1,4,2074.6328,28.0,1
12.792854228644284,1,0.058451805,7,79.9618,1985.0,2,1,4,241.6854,28.0,2
17.25,1,0.113748685,8,251.3724,2002.0,2,2,2,6795.1548,11.0,2
15.85,1,0.020603511,8,42.7112,2007.0,2,2,2,639.168,6.0,2
18.85,1,0.052044976,7,192.1846,2004.0,1,2,2,3248.4382,9.0,2
16.35,2,0.062764429,5,227.6062,2007.0,2,2,2,7222.5984,6.0,1
14.1,0,0.087977262,3,229.0668,2004.0,1,2,2,3225.1352,9.0,0
7.905,0,0.010010425,12,249.0408,2004.0,1,2,2,3755.112,9.0,1
12.0,0,0.033946163,2,179.3976,1987.0,3,1,2,3440.8544,26.0,1
12.15,2,0.058414678,5,163.4552,2004.0,1,2,2,974.7312,9.0,1
10.1,0,0.027106459,9,75.367,1999.0,2,3,2,535.969,14.0,1
17.5,0,0.027022883,4,262.491,2007.0,2,2,2,5259.82,6.0,1
12.792854228644284,0,0.058153409,3,152.034,1985.0,1,3,1,306.268,28.0,0
17.1,0,0.128937661,5,112.3886,2009.0,2,1,3,1779.0176,4.0,1
7.785,0,0.088846306,5,61.451,1999.0,2,3,2,759.012,14.0,1
11.8,2,0.09357779,12,125.9704,1987.0,3,1,2,1877.556,26.0,1
13.15,2,0.165694678,5,171.8764,2002.0,2,2,2,3779.0808,11.0,1
12.792854228644284,0,0.148392623,4,41.5796,1985.0,1,3,1,41.2796,28.0,1
8.5,0,0.098438394,2,51.1324,2007.0,2,2,2,259.662,6.0,1
8.645,1,0.143303291,7,96.341,1987.0,3,1,2,193.082,26.0,2
17.6,2,0.076276208,9,110.9202,2002.0,2,2,2,1687.803,11.0,1
9.1,0,0.175103435,0,127.5362,2007.0,2,2,2,4655.9394,6.0,1
12.8,2,0.023511371,9,225.9404,1987.0,3,1,2,4950.8888,26.0,1
7.63,0,0.06105276,13,95.4436,2004.0,1,2,2,1418.154,9.0,0
9.285,2,0.049559042,4,246.4144,2007.0,2,2,2,1225.072,6.0,1
13.6,2,0.119418124,3,231.03,2002.0,2,2,2,5359.69,11.0,1
8.895,0,0.072545601,1,176.237,2002.0,2,2,2,1764.37,11.0,1
16.35,1,0.090486828,8,195.211,1987.0,3,1,2,2553.343,26.0,2
17.6,0,0.056245075,4,43.3454,1987.0,3,1,2,1006.6896,26.0,1
7.975,0,0.014618973,0,85.225,1987.0,3,1,2,1081.925,26.0,1
15.85,0,0.043479126,14,36.7164,2007.0,2,2,2,308.9312,6.0,1
15.7,0,0.045166237,4,178.666,1987.0,3,1,2,2516.724,26.0,1
8.985,2,0.057827101,4,128.831,1997.0,1,3,2,1428.141,16.0,1
20.35,0,0.089394766,3,260.1594,1987.0,3,1,2,2093.2752,26.0,1
6.59,0,0.10550944,5,85.6908,1987.0,3,1,2,1929.4884,26.0,1
19.85,0,0.005234153,3,264.0884,2004.0,1,2,2,5829.7448,9.0,1
16.85,0,0.036390174,12,91.4488,1997.0,1,3,2,2082.6224,16.0,1
12.792854228644284,0,0.03292824,9,173.1738,1985.0,2,1,4,7298.4996,28.0,1
16.75,0,0.081252534,5,256.4988,1987.0,3,1,2,7452.9652,26.0,1
17.6,2,0.076552407,9,110.5202,2007.0,2,2,2,450.0808,6.0,1
7.905,0,0.016758569,12,250.4408,1998.0,2,1,1,500.6816,15.0,1
12.792854228644284,0,0.044248175,12,126.202,1985.0,2,1,4,3668.558,28.0,1
7.785,2,0.038288087,5,103.1964,2009.0,2,1,3,736.3748,4.0,1
7.825,1,0.186032678,8,253.0698,2004.0,1,2,2,6088.0752,9.0,2
12.792854228644284,1,0.031867464,8,101.0016,1985.0,2,1,4,2125.2336,28.0,2
20.75,0,0.021370201,13,153.0024,2007.0,2,2,2,2277.036,6.0,0
12.792854228644284,0,0.193772568,5,190.3846,1985.0,1,3,1,573.2538,28.0,1
6.26,2,0.009866049,9,151.1366,2004.0,1,2,2,2267.049,9.0,1
18.2,0,0.082551042,5,147.3734,1998.0,2,1,1,296.9468,15.0,1
13.0,1,0.099729888,8,46.306,2009.0,2,1,3,559.272,4.0,2
20.25,2,0.018801549,5,222.1772,2004.0,1,2,2,5559.43,9.0,1
8.695,1,0.119721451,8,95.5094,1999.0,2,3,2,1237.7222,14.0,2
7.27,0,0.071222087,13,113.5518,2002.0,2,2,2,569.259,11.0,0
12.792854228644284,2,0.060371962,1,174.0712,1985.0,2,1,4,3866.9664,28.0,1
12.85,0,0.033287541,5,198.4768,2002.0,2,2,2,1379.5376,11.0,1
7.075,0,0.05858462,3,142.7128,2009.0,2,1,3,1869.5664,4.0,1
12.792854228644284,2,0.11679292,0,196.211,1985.0,2,1,4,5499.508,28.0,1
8.195,0,0.031452265,0,94.3462,1999.0,2,3,2,925.462,14.0,1
7.09,0,0.00721395,0,47.9034,2004.0,1,2,2,583.2408,9.0,1
6.095,1,0.081196619,10,141.4154,1997.0,1,3,2,1418.154,16.0,2
19.35,2,0.049916364,5,80.2644,2007.0,2,2,2,942.7728,6.0,1
6.15,0,0.04627095,0,99.3384,1997.0,1,3,2,2364.9216,16.0,1
12.792854228644284,2,0.02747716,2,87.9856,1985.0,2,1,4,3251.7672,28.0,1
12.792854228644284,2,0.104704537,5,125.2678,1985.0,1,3,1,254.3356,28.0,1
17.7,1,0.012540003,8,167.0474,2004.0,1,2,2,5895.659,9.0,2
17.85,0,0.147023834,0,93.7436,2009.0,2,1,3,1134.5232,4.0,1
9.395,0,0.159657596,13,224.972,2002.0,2,2,2,7696.648,11.0,0
15.75,0,0.141398626,6,250.5382,2007.0,2,2,2,2775.7202,6.0,0
7.475,0,0.148821808,5,241.2854,2002.0,2,2,2,5317.0788,11.0,1
7.075,0,0.06595278007399324,4,98.0068,2009.0,2,1,3,874.8612,4.0,1
6.445,0,0.029691762,0,92.6436,1997.0,1,3,2,1039.9796,16.0,1
19.1,0,0.096715523,5,235.0958,2004.0,1,2,2,3038.0454,9.0,1
20.25,2,0.014790559,3,193.6162,2004.0,1,2,2,3848.324,9.0,1
15.0,2,0.054378253,2,59.1904,1997.0,1,3,2,527.3136,16.0,1
6.67,2,0.123428594,12,89.1514,1997.0,1,3,2,2390.8878,16.0,1
12.792854228644284,2,0.029943463,2,60.222,1985.0,2,1,4,1677.816,28.0,1
16.7,2,0.052368061,4,112.7176,1987.0,3,1,2,801.6232,26.0,1
7.07,0,0.093861144,12,115.5834,2002.0,2,2,2,1267.0174,11.0,1
6.48,0,0.033968647,12,148.0076,2002.0,2,2,2,886.8456,11.0,1
19.0,2,0.173154079,5,228.272,1998.0,2,1,1,452.744,15.0,1
13.35,0,0.139735226,4,147.5392,2002.0,2,2,2,3877.6192,11.0,1
12.792854228644284,0,0.043351896,5,146.6418,1985.0,2,1,4,4414.254,28.0,1
12.792854228644284,0,0.042086652,6,122.4388,1985.0,2,1,4,5448.9072,28.0,0
9.695,2,0.12848269,0,223.9404,1999.0,2,3,2,4950.8888,14.0,1
15.0,0,0.049357077,13,62.6168,2007.0,2,2,2,958.752,6.0,0
11.15,2,0.008326735,3,149.9708,2007.0,2,2,2,1956.1204,6.0,1
20.85,0,0.021362955,5,103.2306,1999.0,2,3,2,2404.2038,14.0,1
9.8,1,0.151420934,10,194.3478,1998.0,2,1,1,387.4956,15.0,2
16.35,0,0.032511818,9,165.0842,1987.0,3,1,2,994.7052,26.0,1
9.6,2,0.022323658,0,101.299,2002.0,2,2,2,1754.383,11.0,1
12.792854228644284,1,0.019292355,7,129.9994,1985.0,2,1,4,3340.9844,28.0,2
